Planet Name,Planet Radius (Earth),Planet Mass (Earth),Orbital Distance (AU),Star Temperature (K),Habitability Label,Text Description
CoRoT-8 b,6.39,69.92,0.063,5080.0,0,"CoRoT-8 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 6.39 Earth radii, a mass of 69.92 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5080 K."
CoRoT-8 b,6.38913,69.28694,0.06339,5080.0,0,"CoRoT-8 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 6.39 Earth radii, a mass of 69.29 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5080 K."
CoRoT-8 b,7.980808,68.65128,0.0633,5080.0,0,"CoRoT-8 b is a Neptune-sized planet with a very massive planet. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 7.98 Earth radii, a mass of 68.65 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5080 K."
CoRoT-9 b,11.77,266.97,0.407,5625.0,0,"CoRoT-9 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.77 Earth radii, a mass of 266.97 Earth masses, an orbital distance of 0.41 AU, and its star's effective temperature is 5625 K."
CoRoT-9 b,11.948794,268.88418,0.4029,5625.0,0,"CoRoT-9 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.95 Earth radii, a mass of 268.88 Earth masses, an orbital distance of 0.40 AU, and its star's effective temperature is 5625 K."
CoRoT-9 b,11.948794,266.9772,0.4021,5625.0,0,"CoRoT-9 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.95 Earth radii, a mass of 266.98 Earth masses, an orbital distance of 0.40 AU, and its star's effective temperature is 5625 K."
CoRoT-9 b,11.623733,262.52758,0.4027,5625.0,0,"CoRoT-9 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 11.62 Earth radii, a mass of 262.53 Earth masses, an orbital distance of 0.40 AU, and its star's effective temperature is 5625 K."
EPIC 201595106 b,1.565,7.67,0.0177,5679.0,0,"EPIC 201595106 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.56 Earth radii, a mass of 7.67 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 5679 K."
EPIC 211945201 b,6.12,27.0,0.148,6025.0,0,"EPIC 211945201 b is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 6.12 Earth radii, a mass of 27.00 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 6025 K."
EPIC 220674823 b,1.82,9.0,0.01312,5496.0,0,"EPIC 220674823 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.82 Earth radii, a mass of 9.00 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 5496 K."
EPIC 220674823 b,1.676,7.8,0.01314,5578.0,0,"EPIC 220674823 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.68 Earth radii, a mass of 7.80 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 5578 K."
EPIC 220674823 b,1.52,8.36,0.0116,5470.0,0,"EPIC 220674823 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.52 Earth radii, a mass of 8.36 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 5470 K."
EPIC 220674823 b,1.725,8.21,0.01326,5532.0,0,"EPIC 220674823 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.73 Earth radii, a mass of 8.21 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 5532 K."
EPIC 220674823 c,2.84,7.32,0.1073,5578.0,0,"EPIC 220674823 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.84 Earth radii, a mass of 7.32 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5578 K."
EPIC 220674823 c,2.5,5.8,0.105,5470.0,0,"EPIC 220674823 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.50 Earth radii, a mass of 5.80 Earth masses, an orbital distance of 0.10 AU, and its star's effective temperature is 5470 K."
EPIC 220674823 c,2.77,5.7,0.1071,5496.0,0,"EPIC 220674823 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.77 Earth radii, a mass of 5.70 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5496 K."
EPIC 220674823 c,2.836,8.9,0.1083,5532.0,0,"EPIC 220674823 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.84 Earth radii, a mass of 8.90 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5532 K."
EPIC 229004835 b,2.332,10.4,0.1237,5868.0,0,"EPIC 229004835 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.33 Earth radii, a mass of 10.40 Earth masses, an orbital distance of 0.12 AU, and its star's effective temperature is 5868 K."
EPIC 246851721 b,11.780659,953.49,0.07229,6202.0,0,"EPIC 246851721 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 11.78 Earth radii, a mass of 953.49 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 6202 K."
EPIC 248847494 b,12.44199,4131.79,4.5,4898.0,0,"EPIC 248847494 b is a gas giant much larger than Earth with an extremely massive planet. It orbits in a relatively wide orbit around a relatively cool, Sun-like star. Numerically, it has a radius of 12.44 Earth radii, a mass of 4131.79 Earth masses, an orbital distance of 4.50 AU, and its star's effective temperature is 4898 K."
EPIC 249893012 b,1.95,8.75,0.047,5430.0,0,"EPIC 249893012 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.95 Earth radii, a mass of 8.75 Earth masses, an orbital distance of 0.05 AU, and its star's effective temperature is 5430 K."
EPIC 249893012 c,3.67,14.67,0.13,5430.0,0,"EPIC 249893012 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.67 Earth radii, a mass of 14.67 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5430 K."
EPIC 249893012 d,3.94,10.18,0.22,5430.0,0,"EPIC 249893012 d is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.94 Earth radii, a mass of 10.18 Earth masses, an orbital distance of 0.22 AU, and its star's effective temperature is 5430 K."
G 9-40 b,2.025,11.7,0.0385,3348.0,0,"G 9-40 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 2.02 Earth radii, a mass of 11.70 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 3348 K."
G 9-40 b,1.9,4.0,0.0418,3395.0,0,"G 9-40 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 1.90 Earth radii, a mass of 4.00 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 3395 K."
GJ 1132 b,1.19151465,1.83704819,0.0157,3229.0,0,"GJ 1132 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 1.19 Earth radii, a mass of 1.84 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 3229 K."
GJ 1132 b,1.13,1.66,0.0153,3270.0,0,"GJ 1132 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 1.13 Earth radii, a mass of 1.66 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 3270 K."
GJ 1214 b,2.742,8.17,0.0149,3250.0,0,"GJ 1214 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 2.74 Earth radii, a mass of 8.17 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 3250 K."
GJ 1214 b,2.847086,6.261251,0.01411,3026.0,0,"GJ 1214 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 2.85 Earth radii, a mass of 6.26 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 3026 K."
GJ 1214 b,2.733,8.41,0.01505,3101.0,0,"GJ 1214 b is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 2.73 Earth radii, a mass of 8.41 Earth masses, an orbital distance of 0.02 AU, and its star's effective temperature is 3101 K."
GJ 1252 b,1.193,2.09,0.00916,3458.0,0,"GJ 1252 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 1.19 Earth radii, a mass of 2.09 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 3458 K."
GJ 1252 b,1.18,1.32,0.00915,3458.0,0,"GJ 1252 b is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a cool, red star. Numerically, it has a radius of 1.18 Earth radii, a mass of 1.32 Earth masses, an orbital distance of 0.01 AU, and its star's effective temperature is 3458 K."
GJ 143 b,2.61,22.7,0.1915,4640.0,0,"GJ 143 b is a super-Earth or mini-Neptune with a very massive planet. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.61 Earth radii, a mass of 22.70 Earth masses, an orbital distance of 0.19 AU, and its star's effective temperature is 4640 K."
GJ 3090 b,2.13,3.34,0.03165,3556.0,0,"GJ 3090 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 2.13 Earth radii, a mass of 3.34 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 3556 K."
GJ 3470 b,3.88,13.73,0.031,3652.0,0,"GJ 3470 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 3.88 Earth radii, a mass of 13.73 Earth masses, an orbital distance of 0.03 AU, and its star's effective temperature is 3652 K."
GJ 3470 b,4.83,13.9,0.03557,3600.0,0,"GJ 3470 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 4.83 Earth radii, a mass of 13.90 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 3600 K."
GJ 3470 b,4.57,13.9,0.0355,3600.0,0,"GJ 3470 b is a Neptune-sized planet with significantly more massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 4.57 Earth radii, a mass of 13.90 Earth masses, an orbital distance of 0.04 AU, and its star's effective temperature is 3600 K."
